cod_cliente,clt_tipo_contac,clt_contac
15189462,1,enrique77@verdugo-portillo.com
18863307,1,rquintana@heredia.org
03207307,1,riosantonio@barajas.com
73488866,1,palacioselias@despacho.com
36991013,1,qmeza@corporacin.biz
09191891,1,dulcequinonez@calvillo.com
17269063,1,holguinisrael@salcedo.biz
42493327,1,garridosonia@corporacin.com
50263530,1,villarrealnatividad@castro.com
06942984,1,zprado@alvarado.com
80724988,1,velasquezirene@garrido.com
44758905,1,judith23@negrete-brito.com
85988187,1,tomas05@club.org
56050004,1,saucedacarolina@moya-ledesma.com
52617461,1,camila35@burgos.com
49560275,1,gastelumblanca@enriquez.com
44935313,1,kserna@ornelas-vazquez.com
07242601,1,jose83@mora-crespo.com
72324301,1,porrascarlota@betancourt.com
25647419,1,guillermina24@centeno-marin.com
60529695,1,teodorodavila@covarrubias.biz
89134757,1,normavasquez@roldan.com
06101862,1,amaliapena@mondragon.com
